PassengerId,Survived,Pclass,Name,Sex,Age,SibSp,Parch,Ticket,Fare,Cabin,Embarked
274,Dead,1,"Natsch, Mr. Charles H",male,37,0,1,PC 17596,29.7,C118,Cherbourg
275,Survived,3,"Healy, Miss. Hanora ""Nora""",female,,0,0,370375,7.75,,Queenstown
276,Survived,1,"Andrews, Miss. Kornelia Theodosia",female,63,1,0,13502,77.9583,D7,Southhampton
277,Dead,3,"Lindblom, Miss. Augusta Charlotta",female,45,0,0,347073,7.75,,Southhampton
278,Dead,2,"Parkes, Mr. Francis ""Frank""",male,,0,0,239853,0,,Southhampton
279,Dead,3,"Rice, Master. Eric",male,7,4,1,382652,29.125,,Queenstown
280,Survived,3,"Abbott, Mrs. Stanton (Rosa Hunt)",female,35,1,1,C.A. 2673,20.25,,Southhampton
281,Dead,3,"Duane, Mr. Frank",male,65,0,0,336439,7.75,,Queenstown
282,Dead,3,"Olsson, Mr. Nils Johan Goransson",male,28,0,0,347464,7.8542,,Southhampton
283,Dead,3,"de Pelsmaeker, Mr. Alfons",male,16,0,0,345778,9.5,,Southhampton
284,Survived,3,"Dorking, Mr. Edward Arthur",male,19,0,0,A/5. 10482,8.05,,Southhampton
285,Dead,1,"Smith, Mr. Richard William",male,,0,0,113056,26,A19,Southhampton
286,Dead,3,"Stankovic, Mr. Ivan",male,33,0,0,349239,8.6625,,Cherbourg
287,Survived,3,"de Mulder, Mr. Theodore",male,30,0,0,345774,9.5,,Southhampton
288,Dead,3,"Naidenoff, Mr. Penko",male,22,0,0,349206,7.8958,,Southhampton
289,Survived,2,"Hosono, Mr. Masabumi",male,42,0,0,237798,13,,Southhampton
290,Survived,3,"Connolly, Miss. Kate",female,22,0,0,370373,7.75,,Queenstown
291,Survived,1,"Barber, Miss. Ellen ""Nellie""",female,26,0,0,19877,78.85,,Southhampton
292,Survived,1,"Bishop, Mrs. Dickinson H (Helen Walton)",female,19,1,0,11967,91.0792,B49,Cherbourg
293,Dead,2,"Levy, Mr. Rene Jacques",male,36,0,0,SC/Paris 2163,12.875,D,Cherbourg
294,Dead,3,"Haas, Miss. Aloisia",female,24,0,0,349236,8.85,,Southhampton
295,Dead,3,"Mineff, Mr. Ivan",male,24,0,0,349233,7.8958,,Southhampton
296,Dead,1,"Lewy, Mr. Ervin G",male,,0,0,PC 17612,27.7208,,Cherbourg
297,Dead,3,"Hanna, Mr. Mansour",male,23.5,0,0,2693,7.2292,,Cherbourg
298,Dead,1,"Allison, Miss. Helen Loraine",female,2,1,2,113781,151.55,C22 C26,Southhampton
299,Survived,1,"Saalfeld, Mr. Adolphe",male,,0,0,19988,30.5,C106,Southhampton
300,Survived,1,"Baxter, Mrs. James (Helene DeLaudeniere Chaput)",female,50,0,1,PC 17558,247.5208,B58 B60,Cherbourg
301,Survived,3,"Kelly, Miss. Anna Katherine ""Annie Kate""",female,,0,0,9234,7.75,,Queenstown
302,Survived,3,"McCoy, Mr. Bernard",male,,2,0,367226,23.25,,Queenstown
303,Dead,3,"Johnson, Mr. William Cahoone Jr",male,19,0,0,LINE,0,,Southhampton
304,Survived,2,"Keane, Miss. Nora A",female,,0,0,226593,12.35,E101,Queenstown
305,Dead,3,"Williams, Mr. Howard Hugh ""Harry""",male,,0,0,A/5 2466,8.05,,Southhampton
306,Survived,1,"Allison, Master. Hudson Trevor",male,0.92,1,2,113781,151.55,C22 C26,Southhampton
307,Survived,1,"Fleming, Miss. Margaret",female,,0,0,17421,110.8833,,Cherbourg
308,Survived,1,"Penasco y Castellana, Mrs. Victor de Satode (Maria Josefa Perez de Soto y Vallejo)",female,17,1,0,PC 17758,108.9,C65,Cherbourg
309,Dead,2,"Abelson, Mr. Samuel",male,30,1,0,P/PP 3381,24,,Cherbourg
310,Survived,1,"Francatelli, Miss. Laura Mabel",female,30,0,0,PC 17485,56.9292,E36,Cherbourg
311,Survived,1,"Hays, Miss. Margaret Bechstein",female,24,0,0,11767,83.1583,C54,Cherbourg
312,Survived,1,"Ryerson, Miss. Emily Borie",female,18,2,2,PC 17608,262.375,B57 B59 B63 B66,Cherbourg
313,Dead,2,"Lahtinen, Mrs. William (Anna Sylfven)",female,26,1,1,250651,26,,Southhampton
314,Dead,3,"Hendekovic, Mr. Ignjac",male,28,0,0,349243,7.8958,,Southhampton
315,Dead,2,"Hart, Mr. Benjamin",male,43,1,1,F.C.C. 13529,26.25,,Southhampton
316,Survived,3,"Nilsson, Miss. Helmina Josefina",female,26,0,0,347470,7.8542,,Southhampton
317,Survived,2,"Kantor, Mrs. Sinai (Miriam Sternin)",female,24,1,0,244367,26,,Southhampton
318,Dead,2,"Moraweck, Dr. Ernest",male,54,0,0,29011,14,,Southhampton
319,Survived,1,"Wick, Miss. Mary Natalie",female,31,0,2,36928,164.8667,C7,Southhampton
320,Survived,1,"Spedden, Mrs. Frederic Oakley (Margaretta Corning Stone)",female,40,1,1,16966,134.5,E34,Cherbourg
321,Dead,3,"Dennis, Mr. Samuel",male,22,0,0,A/5 21172,7.25,,Southhampton
322,Dead,3,"Danoff, Mr. Yoto",male,27,0,0,349219,7.8958,,Southhampton
323,Survived,2,"Slayter, Miss. Hilda Mary",female,30,0,0,234818,12.35,,Queenstown
324,Survived,2,"Caldwell, Mrs. Albert Francis (Sylvia Mae Harbaugh)",female,22,1,1,248738,29,,Southhampton
325,Dead,3,"Sage, Mr. George John Jr",male,,8,2,CA. 2343,69.55,,Southhampton
326,Survived,1,"Young, Miss. Marie Grice",female,36,0,0,PC 17760,135.6333,C32,Cherbourg
327,Dead,3,"Nysveen, Mr. Johan Hansen",male,61,0,0,345364,6.2375,,Southhampton
328,Survived,2,"Ball, Mrs. (Ada E Hall)",female,36,0,0,28551,13,D,Southhampton
329,Survived,3,"Goldsmith, Mrs. Frank John (Emily Alice Brown)",female,31,1,1,363291,20.525,,Southhampton
330,Survived,1,"Hippach, Miss. Jean Gertrude",female,16,0,1,111361,57.9792,B18,Cherbourg
331,Survived,3,"McCoy, Miss. Agnes",female,,2,0,367226,23.25,,Queenstown
332,Dead,1,"Partner, Mr. Austen",male,45.5,0,0,113043,28.5,C124,Southhampton
333,Dead,1,"Graham, Mr. George Edward",male,38,0,1,PC 17582,153.4625,C91,Southhampton
334,Dead,3,"Vander Planke, Mr. Leo Edmondus",male,16,2,0,345764,18,,Southhampton
335,Survived,1,"Frauenthal, Mrs. Henry William (Clara Heinsheimer)",female,,1,0,PC 17611,133.65,,Southhampton
336,Dead,3,"Denkoff, Mr. Mitto",male,,0,0,349225,7.8958,,Southhampton
337,Dead,1,"Pears, Mr. Thomas Clinton",male,29,1,0,113776,66.6,C2,Southhampton
338,Survived,1,"Burns, Miss. Elizabeth Margaret",female,41,0,0,16966,134.5,E40,Cherbourg
339,Survived,3,"Dahl, Mr. Karl Edwart",male,45,0,0,7598,8.05,,Southhampton
340,Dead,1,"Blackwell, Mr. Stephen Weart",male,45,0,0,113784,35.5,T,Southhampton
341,Survived,2,"Navratil, Master. Edmond Roger",male,2,1,1,230080,26,F2,Southhampton
342,Survived,1,"Fortune, Miss. Alice Elizabeth",female,24,3,2,19950,263,C23 C25 C27,Southhampton
343,Dead,2,"Collander, Mr. Erik Gustaf",male,28,0,0,248740,13,,Southhampton
344,Dead,2,"Sedgwick, Mr. Charles Frederick Waddington",male,25,0,0,244361,13,,Southhampton
345,Dead,2,"Fox, Mr. Stanley Hubert",male,36,0,0,229236,13,,Southhampton
346,Survived,2,"Brown, Miss. Amelia ""Mildred""",female,24,0,0,248733,13,F33,Southhampton
347,Survived,2,"Smith, Miss. Marion Elsie",female,40,0,0,31418,13,,Southhampton
348,Survived,3,"Davison, Mrs. Thomas Henry (Mary E Finck)",female,,1,0,386525,16.1,,Southhampton
349,Survived,3,"Coutts, Master. William Loch ""William""",male,3,1,1,C.A. 37671,15.9,,Southhampton
350,Dead,3,"Dimic, Mr. Jovan",male,42,0,0,315088,8.6625,,Southhampton
351,Dead,3,"Odahl, Mr. Nils Martin",male,23,0,0,7267,9.225,,Southhampton
352,Dead,1,"Williams-Lambert, Mr. Fletcher Fellows",male,,0,0,113510,35,C128,Southhampton
353,Dead,3,"Elias, Mr. Tannous",male,15,1,1,2695,7.2292,,Cherbourg
354,Dead,3,"Arnold-Franchi, Mr. Josef",male,25,1,0,349237,17.8,,Southhampton
355,Dead,3,"Yousif, Mr. Wazli",male,,0,0,2647,7.225,,Cherbourg
356,Dead,3,"Vanden Steen, Mr. Leo Peter",male,28,0,0,345783,9.5,,Southhampton
357,Survived,1,"Bowerman, Miss. Elsie Edith",female,22,0,1,113505,55,E33,Southhampton
358,Dead,2,"Funk, Miss. Annie Clemmer",female,38,0,0,237671,13,,Southhampton
359,Survived,3,"McGovern, Miss. Mary",female,,0,0,330931,7.8792,,Queenstown
360,Survived,3,"Mockler, Miss. Helen Mary ""Ellie""",female,,0,0,330980,7.8792,,Queenstown
361,Dead,3,"Skoog, Mr. Wilhelm",male,40,1,4,347088,27.9,,Southhampton
362,Dead,2,"del Carlo, Mr. Sebastiano",male,29,1,0,SC/PARIS 2167,27.7208,,Cherbourg
363,Dead,3,"Barbara, Mrs. (Catherine David)",female,45,0,1,2691,14.4542,,Cherbourg
364,Dead,3,"Asim, Mr. Adola",male,35,0,0,SOTON/O.Q. 3101310,7.05,,Southhampton
365,Dead,3,"O'Brien, Mr. Thomas",male,,1,0,370365,15.5,,Queenstown
366,Dead,3,"Adahl, Mr. Mauritz Nils Martin",male,30,0,0,C 7076,7.25,,Southhampton
367,Survived,1,"Warren, Mrs. Frank Manley (Anna Sophia Atkinson)",female,60,1,0,110813,75.25,D37,Cherbourg
368,Survived,3,"Moussa, Mrs. (Mantoura Boulos)",female,,0,0,2626,7.2292,,Cherbourg
369,Survived,3,"Jermyn, Miss. Annie",female,,0,0,14313,7.75,,Queenstown
370,Survived,1,"Aubart, Mme. Leontine Pauline",female,24,0,0,PC 17477,69.3,B35,Cherbourg
371,Survived,1,"Harder, Mr. George Achilles",male,25,1,0,11765,55.4417,E50,Cherbourg
372,Dead,3,"Wiklund, Mr. Jakob Alfred",male,18,1,0,3101267,6.4958,,Southhampton
373,Dead,3,"Beavan, Mr. William Thomas",male,19,0,0,323951,8.05,,Southhampton
374,Dead,1,"Ringhini, Mr. Sante",male,22,0,0,PC 17760,135.6333,,Cherbourg
375,Dead,3,"Palsson, Miss. Stina Viola",female,3,3,1,349909,21.075,,Southhampton
376,Survived,1,"Meyer, Mrs. Edgar Joseph (Leila Saks)",female,,1,0,PC 17604,82.1708,,Cherbourg
377,Survived,3,"Landergren, Miss. Aurora Adelia",female,22,0,0,C 7077,7.25,,Southhampton
378,Dead,1,"Widener, Mr. Harry Elkins",male,27,0,2,113503,211.5,C82,Cherbourg
379,Dead,3,"Betros, Mr. Tannous",male,20,0,0,2648,4.0125,,Cherbourg
380,Dead,3,"Gustafsson, Mr. Karl Gideon",male,19,0,0,347069,7.775,,Southhampton
381,Survived,1,"Bidois, Miss. Rosalie",female,42,0,0,PC 17757,227.525,,Cherbourg
382,Survived,3,"Nakid, Miss. Maria (""Mary"")",female,1,0,2,2653,15.7417,,Cherbourg
383,Dead,3,"Tikkanen, Mr. Juho",male,32,0,0,STON/O 2. 3101293,7.925,,Southhampton
384,Survived,1,"Holverson, Mrs. Alexander Oskar (Mary Aline Towner)",female,35,1,0,113789,52,,Southhampton
385,Dead,3,"Plotcharsky, Mr. Vasil",male,,0,0,349227,7.8958,,Southhampton
386,Dead,2,"Davies, Mr. Charles Henry",male,18,0,0,S.O.C. 14879,73.5,,Southhampton
387,Dead,3,"Goodwin, Master. Sidney Leonard",male,1,5,2,CA 2144,46.9,,Southhampton
388,Survived,2,"Buss, Miss. Kate",female,36,0,0,27849,13,,Southhampton
389,Dead,3,"Sadlier, Mr. Matthew",male,,0,0,367655,7.7292,,Queenstown
390,Survived,2,"Lehmann, Miss. Bertha",female,17,0,0,SC 1748,12,,Cherbourg
391,Survived,1,"Carter, Mr. William Ernest",male,36,1,2,113760,120,B96 B98,Southhampton
392,Survived,3,"Jansson, Mr. Carl Olof",male,21,0,0,350034,7.7958,,Southhampton
393,Dead,3,"Gustafsson, Mr. Johan Birger",male,28,2,0,3101277,7.925,,Southhampton
394,Survived,1,"Newell, Miss. Marjorie",female,23,1,0,35273,113.275,D36,Cherbourg
395,Survived,3,"Sandstrom, Mrs. Hjalmar (Agnes Charlotta Bengtsson)",female,24,0,2,PP 9549,16.7,G6,Southhampton
396,Dead,3,"Johansson, Mr. Erik",male,22,0,0,350052,7.7958,,Southhampton
397,Dead,3,"Olsson, Miss. Elina",female,31,0,0,350407,7.8542,,Southhampton
398,Dead,2,"McKane, Mr. Peter David",male,46,0,0,28403,26,,Southhampton
399,Dead,2,"Pain, Dr. Alfred",male,23,0,0,244278,10.5,,Southhampton
400,Survived,2,"Trout, Mrs. William H (Jessie L)",female,28,0,0,240929,12.65,,Southhampton
401,Survived,3,"Niskanen, Mr. Juha",male,39,0,0,STON/O 2. 3101289,7.925,,Southhampton
402,Dead,3,"Adams, Mr. John",male,26,0,0,341826,8.05,,Southhampton
403,Dead,3,"Jussila, Miss. Mari Aina",female,21,1,0,4137,9.825,,Southhampton
404,Dead,3,"Hakkarainen, Mr. Pekka Pietari",male,28,1,0,STON/O2. 3101279,15.85,,Southhampton
405,Dead,3,"Oreskovic, Miss. Marija",female,20,0,0,315096,8.6625,,Southhampton
406,Dead,2,"Gale, Mr. Shadrach",male,34,1,0,28664,21,,Southhampton
407,Dead,3,"Widegren, Mr. Carl/Charles Peter",male,51,0,0,347064,7.75,,Southhampton
408,Survived,2,"Richards, Master. William Rowe",male,3,1,1,29106,18.75,,Southhampton
409,Dead,3,"Birkeland, Mr. Hans Martin Monsen",male,21,0,0,312992,7.775,,Southhampton
410,Dead,3,"Lefebre, Miss. Ida",female,,3,1,4133,25.4667,,Southhampton
411,Dead,3,"Sdycoff, Mr. Todor",male,,0,0,349222,7.8958,,Southhampton
412,Dead,3,"Hart, Mr. Henry",male,,0,0,394140,6.8583,,Queenstown
413,Survived,1,"Minahan, Miss. Daisy E",female,33,1,0,19928,90,C78,Queenstown
414,Dead,2,"Cunningham, Mr. Alfred Fleming",male,,0,0,239853,0,,Southhampton
415,Survived,3,"Sundman, Mr. Johan Julian",male,44,0,0,STON/O 2. 3101269,7.925,,Southhampton
416,Dead,3,"Meek, Mrs. Thomas (Annie Louise Rowley)",female,,0,0,343095,8.05,,Southhampton
417,Survived,2,"Drew, Mrs. James Vivian (Lulu Thorne Christian)",female,34,1,1,28220,32.5,,Southhampton
418,Survived,2,"Silven, Miss. Lyyli Karoliina",female,18,0,2,250652,13,,Southhampton
419,Dead,2,"Matthews, Mr. William John",male,30,0,0,28228,13,,Southhampton
420,Dead,3,"Van Impe, Miss. Catharina",female,10,0,2,345773,24.15,,Southhampton
421,Dead,3,"Gheorgheff, Mr. Stanio",male,,0,0,349254,7.8958,,Cherbourg
422,Dead,3,"Charters, Mr. David",male,21,0,0,A/5. 13032,7.7333,,Queenstown
423,Dead,3,"Zimmerman, Mr. Leo",male,29,0,0,315082,7.875,,Southhampton
424,Dead,3,"Danbom, Mrs. Ernst Gilbert (Anna Sigrid Maria Brogren)",female,28,1,1,347080,14.4,,Southhampton
425,Dead,3,"Rosblom, Mr. Viktor Richard",male,18,1,1,370129,20.2125,,Southhampton
426,Dead,3,"Wiseman, Mr. Phillippe",male,,0,0,A/4. 34244,7.25,,Southhampton
427,Survived,2,"Clarke, Mrs. Charles V (Ada Maria Winfield)",female,28,1,0,2003,26,,Southhampton
428,Survived,2,"Phillips, Miss. Kate Florence (""Mrs Kate Louise Phillips Marshall"")",female,19,0,0,250655,26,,Southhampton
429,Dead,3,"Flynn, Mr. James",male,,0,0,364851,7.75,,Queenstown
430,Survived,3,"Pickard, Mr. Berk (Berk Trembisky)",male,32,0,0,SOTON/O.Q. 392078,8.05,E10,Southhampton
431,Survived,1,"Bjornstrom-Steffansson, Mr. Mauritz Hakan",male,28,0,0,110564,26.55,C52,Southhampton
432,Survived,3,"Thorneycroft, Mrs. Percival (Florence Kate White)",female,,1,0,376564,16.1,,Southhampton
433,Survived,2,"Louch, Mrs. Charles Alexander (Alice Adelaide Slow)",female,42,1,0,SC/AH 3085,26,,Southhampton
434,Dead,3,"Kallio, Mr. Nikolai Erland",male,17,0,0,STON/O 2. 3101274,7.125,,Southhampton
435,Dead,1,"Silvey, Mr. William Baird",male,50,1,0,13507,55.9,E44,Southhampton
436,Survived,1,"Carter, Miss. Lucile Polk",female,14,1,2,113760,120,B96 B98,Southhampton
437,Dead,3,"Ford, Miss. Doolina Margaret ""Daisy""",female,21,2,2,W./C. 6608,34.375,,Southhampton
438,Survived,2,"Richards, Mrs. Sidney (Emily Hocking)",female,24,2,3,29106,18.75,,Southhampton
439,Dead,1,"Fortune, Mr. Mark",male,64,1,4,19950,263,C23 C25 C27,Southhampton
440,Dead,2,"Kvillner, Mr. Johan Henrik Johannesson",male,31,0,0,C.A. 18723,10.5,,Southhampton
441,Survived,2,"Hart, Mrs. Benjamin (Esther Ada Bloomfield)",female,45,1,1,F.C.C. 13529,26.25,,Southhampton
442,Dead,3,"Hampe, Mr. Leon",male,20,0,0,345769,9.5,,Southhampton
443,Dead,3,"Petterson, Mr. Johan Emil",male,25,1,0,347076,7.775,,Southhampton
444,Survived,2,"Reynaldo, Ms. Encarnacion",female,28,0,0,230434,13,,Southhampton
445,Survived,3,"Johannesen-Bratthammer, Mr. Bernt",male,,0,0,65306,8.1125,,Southhampton
446,Survived,1,"Dodge, Master. Washington",male,4,0,2,33638,81.8583,A34,Southhampton
447,Survived,2,"Mellinger, Miss. Madeleine Violet",female,13,0,1,250644,19.5,,Southhampton
448,Survived,1,"Seward, Mr. Frederic Kimber",male,34,0,0,113794,26.55,,Southhampton
449,Survived,3,"Baclini, Miss. Marie Catherine",female,5,2,1,2666,19.2583,,Cherbourg
450,Survived,1,"Peuchen, Major. Arthur Godfrey",male,52,0,0,113786,30.5,C104,Southhampton
451,Dead,2,"West, Mr. Edwy Arthur",male,36,1,2,C.A. 34651,27.75,,Southhampton
452,Dead,3,"Hagland, Mr. Ingvald Olai Olsen",male,,1,0,65303,19.9667,,Southhampton
453,Dead,1,"Foreman, Mr. Benjamin Laventall",male,30,0,0,113051,27.75,C111,Cherbourg
454,Survived,1,"Goldenberg, Mr. Samuel L",male,49,1,0,17453,89.1042,C92,Cherbourg
455,Dead,3,"Peduzzi, Mr. Joseph",male,,0,0,A/5 2817,8.05,,Southhampton
456,Survived,3,"Jalsevac, Mr. Ivan",male,29,0,0,349240,7.8958,,Cherbourg
457,Dead,1,"Millet, Mr. Francis Davis",male,65,0,0,13509,26.55,E38,Southhampton
458,Survived,1,"Kenyon, Mrs. Frederick R (Marion)",female,,1,0,17464,51.8625,D21,Southhampton
459,Survived,2,"Toomey, Miss. Ellen",female,50,0,0,F.C.C. 13531,10.5,,Southhampton
460,Dead,3,"O'Connor, Mr. Maurice",male,,0,0,371060,7.75,,Queenstown
461,Survived,1,"Anderson, Mr. Harry",male,48,0,0,19952,26.55,E12,Southhampton
462,Dead,3,"Morley, Mr. William",male,34,0,0,364506,8.05,,Southhampton
463,Dead,1,"Gee, Mr. Arthur H",male,47,0,0,111320,38.5,E63,Southhampton
464,Dead,2,"Milling, Mr. Jacob Christian",male,48,0,0,234360,13,,Southhampton
465,Dead,3,"Maisner, Mr. Simon",male,,0,0,A/S 2816,8.05,,Southhampton
466,Dead,3,"Goncalves, Mr. Manuel Estanslas",male,38,0,0,SOTON/O.Q. 3101306,7.05,,Southhampton
467,Dead,2,"Campbell, Mr. William",male,,0,0,239853,0,,Southhampton
468,Dead,1,"Smart, Mr. John Montgomery",male,56,0,0,113792,26.55,,Southhampton
469,Dead,3,"Scanlan, Mr. James",male,,0,0,36209,7.725,,Queenstown
470,Survived,3,"Baclini, Miss. Helene Barbara",female,0.75,2,1,2666,19.2583,,Cherbourg
471,Dead,3,"Keefe, Mr. Arthur",male,,0,0,323592,7.25,,Southhampton
472,Dead,3,"Cacic, Mr. Luka",male,38,0,0,315089,8.6625,,Southhampton
473,Survived,2,"West, Mrs. Edwy Arthur (Ada Mary Worth)",female,33,1,2,C.A. 34651,27.75,,Southhampton
474,Survived,2,"Jerwan, Mrs. Amin S (Marie Marthe Thuillard)",female,23,0,0,SC/AH Basle 541,13.7917,D,Cherbourg
475,Dead,3,"Strandberg, Miss. Ida Sofia",female,22,0,0,7553,9.8375,,Southhampton
476,Dead,1,"Clifford, Mr. George Quincy",male,,0,0,110465,52,A14,Southhampton
477,Dead,2,"Renouf, Mr. Peter Henry",male,34,1,0,31027,21,,Southhampton
478,Dead,3,"Braund, Mr. Lewis Richard",male,29,1,0,3460,7.0458,,Southhampton
479,Dead,3,"Karlsson, Mr. Nils August",male,22,0,0,350060,7.5208,,Southhampton
480,Survived,3,"Hirvonen, Miss. Hildur E",female,2,0,1,3101298,12.2875,,Southhampton
481,Dead,3,"Goodwin, Master. Harold Victor",male,9,5,2,CA 2144,46.9,,Southhampton
482,Dead,2,"Frost, Mr. Anthony Wood ""Archie""",male,,0,0,239854,0,,Southhampton
483,Dead,3,"Rouse, Mr. Richard Henry",male,50,0,0,A/5 3594,8.05,,Southhampton
484,Survived,3,"Turkula, Mrs. (Hedwig)",female,63,0,0,4134,9.5875,,Southhampton
485,Survived,1,"Bishop, Mr. Dickinson H",male,25,1,0,11967,91.0792,B49,Cherbourg
486,Dead,3,"Lefebre, Miss. Jeannie",female,,3,1,4133,25.4667,,Southhampton
487,Survived,1,"Hoyt, Mrs. Frederick Maxfield (Jane Anne Forby)",female,35,1,0,19943,90,C93,Southhampton
488,Dead,1,"Kent, Mr. Edward Austin",male,58,0,0,11771,29.7,B37,Cherbourg
489,Dead,3,"Somerton, Mr. Francis William",male,30,0,0,A.5. 18509,8.05,,Southhampton
490,Survived,3,"Coutts, Master. Eden Leslie ""Neville""",male,9,1,1,C.A. 37671,15.9,,Southhampton
491,Dead,3,"Hagland, Mr. Konrad Mathias Reiersen",male,,1,0,65304,19.9667,,Southhampton
492,Dead,3,"Windelov, Mr. Einar",male,21,0,0,SOTON/OQ 3101317,7.25,,Southhampton
493,Dead,1,"Molson, Mr. Harry Markland",male,55,0,0,113787,30.5,C30,Southhampton
494,Dead,1,"Artagaveytia, Mr. Ramon",male,71,0,0,PC 17609,49.5042,,Cherbourg
495,Dead,3,"Stanley, Mr. Edward Roland",male,21,0,0,A/4 45380,8.05,,Southhampton
496,Dead,3,"Yousseff, Mr. Gerious",male,,0,0,2627,14.4583,,Cherbourg
497,Survived,1,"Eustis, Miss. Elizabeth Mussey",female,54,1,0,36947,78.2667,D20,Cherbourg
498,Dead,3,"Shellard, Mr. Frederick William",male,,0,0,C.A. 6212,15.1,,Southhampton
499,Dead,1,"Allison, Mrs. Hudson J C (Bessie Waldo Daniels)",female,25,1,2,113781,151.55,C22 C26,Southhampton
500,Dead,3,"Svensson, Mr. Olof",male,24,0,0,350035,7.7958,,Southhampton
501,Dead,3,"Calic, Mr. Petar",male,17,0,0,315086,8.6625,,Southhampton
502,Dead,3,"Canavan, Miss. Mary",female,21,0,0,364846,7.75,,Queenstown
503,Dead,3,"O'Sullivan, Miss. Bridget Mary",female,,0,0,330909,7.6292,,Queenstown
504,Dead,3,"Laitinen, Miss. Kristina Sofia",female,37,0,0,4135,9.5875,,Southhampton
505,Survived,1,"Maioni, Miss. Roberta",female,16,0,0,110152,86.5,B79,Southhampton
506,Dead,1,"Penasco y Castellana, Mr. Victor de Satode",male,18,1,0,PC 17758,108.9,C65,Cherbourg
507,Survived,2,"Quick, Mrs. Frederick Charles (Jane Richards)",female,33,0,2,26360,26,,Southhampton
508,Survived,1,"Bradley, Mr. George (""George Arthur Brayton"")",male,,0,0,111427,26.55,,Southhampton
509,Dead,3,"Olsen, Mr. Henry Margido",male,28,0,0,C 4001,22.525,,Southhampton
510,Survived,3,"Lang, Mr. Fang",male,26,0,0,1601,56.4958,,Southhampton
511,Survived,3,"Daly, Mr. Eugene Patrick",male,29,0,0,382651,7.75,,Queenstown
512,Dead,3,"Webber, Mr. James",male,,0,0,SOTON/OQ 3101316,8.05,,Southhampton
513,Survived,1,"McGough, Mr. James Robert",male,36,0,0,PC 17473,26.2875,E25,Southhampton
514,Survived,1,"Rothschild, Mrs. Martin (Elizabeth L. Barrett)",female,54,1,0,PC 17603,59.4,,Cherbourg
515,Dead,3,"Coleff, Mr. Satio",male,24,0,0,349209,7.4958,,Southhampton
516,Dead,1,"Walker, Mr. William Anderson",male,47,0,0,36967,34.0208,D46,Southhampton
517,Survived,2,"Lemore, Mrs. (Amelia Milley)",female,34,0,0,C.A. 34260,10.5,F33,Southhampton
518,Dead,3,"Ryan, Mr. Patrick",male,,0,0,371110,24.15,,Queenstown
519,Survived,2,"Angle, Mrs. William A (Florence ""Mary"" Agnes Hughes)",female,36,1,0,226875,26,,Southhampton
520,Dead,3,"Pavlovic, Mr. Stefo",male,32,0,0,349242,7.8958,,Southhampton
521,Survived,1,"Perreault, Miss. Anne",female,30,0,0,12749,93.5,B73,Southhampton
522,Dead,3,"Vovk, Mr. Janko",male,22,0,0,349252,7.8958,,Southhampton
523,Dead,3,"Lahoud, Mr. Sarkis",male,,0,0,2624,7.225,,Cherbourg
524,Survived,1,"Hippach, Mrs. Louis Albert (Ida Sophia Fischer)",female,44,0,1,111361,57.9792,B18,Cherbourg
525,Dead,3,"Kassem, Mr. Fared",male,,0,0,2700,7.2292,,Cherbourg
526,Dead,3,"Farrell, Mr. James",male,40.5,0,0,367232,7.75,,Queenstown
527,Survived,2,"Ridsdale, Miss. Lucy",female,50,0,0,W./C. 14258,10.5,,Southhampton
528,Dead,1,"Farthing, Mr. John",male,,0,0,PC 17483,221.7792,C95,Southhampton
529,Dead,3,"Salonen, Mr. Johan Werner",male,39,0,0,3101296,7.925,,Southhampton
530,Dead,2,"Hocking, Mr. Richard George",male,23,2,1,29104,11.5,,Southhampton
531,Survived,2,"Quick, Miss. Phyllis May",female,2,1,1,26360,26,,Southhampton
532,Dead,3,"Toufik, Mr. Nakli",male,,0,0,2641,7.2292,,Cherbourg
533,Dead,3,"Elias, Mr. Joseph Jr",male,17,1,1,2690,7.2292,,Cherbourg
534,Survived,3,"Peter, Mrs. Catherine (Catherine Rizk)",female,,0,2,2668,22.3583,,Cherbourg
535,Dead,3,"Cacic, Miss. Marija",female,30,0,0,315084,8.6625,,Southhampton
536,Survived,2,"Hart, Miss. Eva Miriam",female,7,0,2,F.C.C. 13529,26.25,,Southhampton
537,Dead,1,"Butt, Major. Archibald Willingham",male,45,0,0,113050,26.55,B38,Southhampton
538,Survived,1,"LeRoy, Miss. Bertha",female,30,0,0,PC 17761,106.425,,Cherbourg
539,Dead,3,"Risien, Mr. Samuel Beard",male,,0,0,364498,14.5,,Southhampton
540,Survived,1,"Frolicher, Miss. Hedwig Margaritha",female,22,0,2,13568,49.5,B39,Cherbourg
541,Survived,1,"Crosby, Miss. Harriet R",female,36,0,2,WE/P 5735,71,B22,Southhampton
542,Dead,3,"Andersson, Miss. Ingeborg Constanzia",female,9,4,2,347082,31.275,,Southhampton
543,Dead,3,"Andersson, Miss. Sigrid Elisabeth",female,11,4,2,347082,31.275,,Southhampton
544,Survived,2,"Beane, Mr. Edward",male,32,1,0,2908,26,,Southhampton
545,Dead,1,"Douglas, Mr. Walter Donald",male,50,1,0,PC 17761,106.425,C86,Cherbourg
546,Dead,1,"Nicholson, Mr. Arthur Ernest",male,64,0,0,693,26,,Southhampton
547,Survived,2,"Beane, Mrs. Edward (Ethel Clarke)",female,19,1,0,2908,26,,Southhampton
